id	class	flag	verdict	detail	pass
52922	orchestration	feat-mech	boundary	subagent back button — their UI	manual
52940	orchestration	feat-mech	noise	sub-agent steps format internal	manual
52945	orchestration	feat-mech	noise	subagent cache cycling internal	manual
53057	skills-plugins	feat-mech	dup	disable .claude loading flag — 加载开关已有	manual
53082	skills-plugins	feat-mech	dup	server URL to plugins — plugin 已有	manual
53180	ui-ux	feat-mech	boundary	reopen closed tabs — their UI	manual
53181	ui-ux	feat-mech	boundary	review panel overhaul — their UI	manual
53186	ui-ux	feat-mech	boundary	projects sidebar — their UI	manual
53251	ui-ux	feat-mech	boundary	working indicator sidebar — their UI	manual
53419	ui-ux	feat-mech	boundary	tab close keybind — their UI	manual
53540	ui-ux	feat-mech	boundary	dialog keybinds config — their UI	manual
53608	ui-ux	feat-mech	boundary	collapsed project highlight — their UI	manual
53697	ui-ux	feat-mech	boundary	tool_details keybind — their UI	manual
53847	ui-ux	feat-mech	dup	navigate child sessions — 子会话导航已有	manual
53855	ui-ux	feat-mech	boundary	F2 cycle models — their UI	manual
53867	ui-ux	feat-mech	boundary	paste minimizing — their UI	manual
53870	ui-ux	feat-mech	boundary	disable keybinds — their UI	manual
53876	ui-ux	feat-mech	noise	share cmds help hide internal	manual
53884	ui-ux	feat-mech	boundary	shift+tab cycle — their UI	manual
53910	ui-ux	feat-mech	boundary	@symbol attachments — their UI	manual
53913	ui-ux	feat-mech	boundary	home path status bar — their UI	manual
53914	ui-ux	feat-mech	dup	pasted paths as file refs — 附件解析已有	manual
53921	ui-ux	feat-mech	boundary	paste images/pdfs — their UI	manual
53925	ui-ux	feat-mech	dup	tui file attachments — 附件已有	manual
53934	ui-ux	feat-mech	noise	unshare command internal	manual
53949	ui-ux	feat-mech	dup	lsp diagnostics edit/write — 诊断接入已有	manual
53989	ui-ux	feat-mech	boundary	configurable keybinds — their UI	manual
54008	ui-ux	feat-mech	boundary	status bar — their UI	manual
54077	attachments	feat-mech	dup	attachment pasting — 附件已有	manual
54091	attachments	feat-mech	boundary	copy share url — their UI	manual
54329	shell-tools	feat-mech	boundary	bash-language-server — editor 面	manual
54563	other	feat-mech	dup	secrets per agent profile — 密钥域已有	manual
54627	other	feat-mech	boundary	automation view/manage perms — their SaaS	manual
54674	other	feat-mech	boundary	Automations pane — their UI	manual
54698	other	feat-mech	boundary	LLM selector tools menu — their UI	manual
54710	other	feat-mech	noise	archive manifests internal	manual
54713	other	feat-mech	noise	repo metadata traces internal	manual
54746	other	feat-mech	noise	default_sandbox_spec internal	manual
54749	other	feat-mech	dup	workspace state snapshot+archive — 快照已有	manual
55183	other	feat-mech	noise	hidden special paths revert internal	manual
55432	mcp-tools	feat-mech	dup	enable/disable MCP card — MCP 开关已有	manual
55548	ui-ux	feat-mech	boundary	pin home route — their UI	manual
55549	ui-ux	feat-mech	boundary	Canvas Extensions frontend — their UI	manual
55563	ui-ux	feat-mech	boundary	budgets monitoring UI — their UI	manual
55565	ui-ux	feat-mech	dup	interrupt endpoint pause UI — 中断已有	manual
56006	skills-plugins	feat-mech	dup	explicit allow-list skills — skills 门控已有	manual
56010	skills-plugins	feat-mech	boundary	skills faceted rail — their UI	manual
56045	attachments	feat-mech	boundary	image attachment fullsize — their UI	manual
56208	cli-flags	feat-mech	dup	per-run LLM cost Activity Log — 成本可见已有	manual
56209	cli-flags	feat-mech	dup	activity log export — 导出已有	manual
59047	other	feat-mech	dup	hook invocations progress events — hooks 可见已有	manual
59054	other	feat-mech	dup	hooks enabled/disabledReason — hooks 状态已有	manual
59085	other	feat-mech	dup	hook progress events — hooks 已有	manual
59152	other	feat-mech	boundary	channel multiline instructions — their channels	manual
59264	other	feat-mech	dup	Goal stop stalled checkpoints — 停滞停已有	manual
59302	other	feat-mech	noise	autofix audit approach internal	manual
59361	other	feat-mech	noise	Local Control daemon internal	manual
59364	other	feat-mech	dup	pollable daemon turn status — 状态面已有	manual
59366	other	feat-mech	boundary	exported HTML expand — their UI	manual
59368	other	feat-mech	dup	deterministic flakiness gate — 验证闸已有	manual
59419	other	feat-mech	dup	deny-by-default footprint gate — 足迹闸已有	manual
59425	other	feat-mech	noise	out-of-footprint defer internal	manual
59485	other	feat-mech	dup	Agent Plugins v1 — plugin 已有	manual
59543	other	feat-mech	dup	loop tools daemon sessions — loop 已有	manual
59573	other	feat-mech	noise	TTFC tracing internal	manual
59635	other	feat-mech	dup	completed bg agents resident — 驻留已有	manual
59666	other	feat-mech	noise	verify/reverse audit prove internal	manual
59672	other	feat-mech	dup	daemon sessions channel source tag — provenance 已有	manual
59674	other	feat-mech	dup	sourceId channel instance — provenance 已有	manual
59711	other	feat-mech	dup	MessageDisplay hook mid-turn — hooks 已有	manual
59714	other	feat-mech	dup	recover daemon sessions restart — 恢复已有	manual
59729	other	feat-mech	dup	opt-in per-tool-call timeout — 超时已有	manual
59732	other	feat-mech	dup	bound replay snapshot history — 界已有	manual
59733	other	feat-mech	boundary	dmPolicy config — their channels	manual
59735	other	feat-mech	noise	autofix real-time triggers internal	manual
59738	other	feat-mech	noise	LSP hot reload internal	manual
59753	other	feat-mech	dup	disallow plan tools in subagents — 工具限制已有	manual
59765	other	feat-mech	noise	reasoning discipline prompt internal	manual
59774	other	feat-mech	dup	configurable agent ignore files — ignore 已有	manual
59799	other	feat-mech	dup	TodoCreated/Completed hooks — hooks 已有	manual
59847	other	feat-mech	dup	StopFailure/PostCompact hooks — hooks 已有	manual
60002	other	feat-mech	noise	concurrent query submit internal	manual
60036	remote-cloud	feat-mech	noise	headless Browse hide internal	manual
60078	remote-cloud	feat-mech	dup	background subagents headless/SDK — 后台子代理已有	manual
60132	shell-tools	feat-mech	boundary	active pill tabs — their UI	manual
60173	shell-tools	feat-mech	dup	bg result across daemon/web — bg 追踪已有	manual
60207	shell-tools	feat-mech	dup	continue interrupted sessions web — 恢复已有	manual
60288	shell-tools	feat-mech	boundary	subagents live status transcript — their UI	manual
60368	shell-tools	feat-mech	boundary	composer skills refresh — their UI	manual
60597	shell-tools	feat-mech	noise	tool-call telemetry normalize internal	manual
60783	shell-tools	feat-mech	boundary	sub-agents timeline transcript — their UI	manual
60811	shell-tools	feat-mech	boundary	metrics charts daemon — their UI	manual
60847	shell-tools	feat-mech	boundary	Esc interruption UX — their UI	manual
60892	shell-tools	feat-mech	boundary	input shortcuts discoverable — their UI	manual
60899	shell-tools	feat-mech	dup	TRACEPARENT inject shell children — trace 传播已有	manual
60957	sandbox-exec	feat-mech	dup	container execution subagents — 沙箱子代理已有	manual
61000	sandbox-exec	feat-mech	dup	isolate Conversations runtime — 隔离已有	manual
61018	sandbox-exec	feat-mech	dup	daemon adapter state per workspace — 隔离已有	manual
61083	sandbox-exec	feat-mech	dup	customize sandbox env — sandbox 已有	manual
61094	skills-plugins	feat-mech	noise	skill-as-tool error msg internal	manual
61099	skills-plugins	feat-mech	noise	Agent Skills stable internal	manual
61100	skills-plugins	feat-mech	noise	enumerate ext skills daemon internal	manual
61111	skills-plugins	feat-mech	noise	authoring ref bundled skill internal	manual
61112	skills-plugins	feat-mech	noise	ext skills named by ext internal	manual
61124	skills-plugins	feat-mech	noise	public-only ext network relax internal	manual
61168	skills-plugins	feat-mech	noise	Qoder plugin ext internal	manual
61185	skills-plugins	feat-mech	dup	disabled skill levels — skills 门控已有	manual
61187	skills-plugins	feat-mech	noise	auto-skill curator internal	manual
61221	skills-plugins	feat-mech	noise	dataviz bundled skill internal	manual
61225	skills-plugins	feat-mech	noise	/skills ACP desc internal	manual
61232	skills-plugins	feat-mech	noise	skill RT optimization internal	manual
61233	skills-plugins	feat-mech	noise	simplify bundled skill internal	manual
61247	skills-plugins	feat-mech	boundary	/skills picker dialog — their UI	manual
61262	skills-plugins	feat-mech	dup	reload slash on skill change — 热载已有	manual
61284	skills-plugins	feat-mech	dup	hooks extension mechanism — hooks 已有	manual
61331	sessions-history	feat-mech	dup	Goal state session exports — 导出已有	manual
61336	sessions-history	feat-mech	dup	checkpoint every run+interrupted surface — checkpoint 已有	manual
61359	sessions-history	feat-mech	dup	daemon sessions registry+peer msgs — 注册已有	manual
61375	sessions-history	feat-mech	dup	concurrent daemons session fencing — fencing 已有	manual
61380	sessions-history	feat-mech	noise	verifier timeout sizing internal	manual
61397	sessions-history	feat-mech	dup	transcript html export — 导出已有	manual
61452	sessions-history	feat-mech	noise	Electron→Tauri internal	manual
61515	sessions-history	feat-mech	dup	session lifecycle OTel — telemetry 已有	manual
61516	sessions-history	feat-mech	noise	session list cancel internal	manual
61529	sessions-history	feat-mech	noise	fork-PR review lane internal	manual
61532	sessions-history	feat-mech	dup	workflows cooperative pause/resume — 暂停恢复已有	manual
61534	sessions-history	feat-mech	dup	checkpoint Goal evidence — checkpoint 已有	manual
61571	sessions-history	feat-mech	dup	session source lifecycle hooks — hooks 载荷已有	manual
61590	sessions-history	feat-mech	noise	maintainer-fork takeover internal	manual
61591	sessions-history	feat-mech	noise	bot fork PRs internal	manual
61593	sessions-history	feat-mech	noise	cold startup trace internal	manual
61648	sessions-history	feat-mech	dup	Dynamic Workflows resume/saved — workflow 已有	manual
61683	sessions-history	feat-mech	noise	daemon session client harden internal	manual
61688	sessions-history	feat-mech	boundary	searchable /resume picker — their UI	manual
61726	memory-context	feat-mech	dup	per-turn token budget +Nk — 预算已有	manual
61727	memory-context	feat-mech	dup	bill subagent/verifier tokens — 计费已有	manual
61768	memory-context	feat-mech	dup	memory real denominators — 内存观测已有	manual
61789	memory-context	feat-mech	dup	pinned files protected in Dream — memory 已有	manual
61858	memory-context	feat-mech	dup	three-tier compaction ladder — compaction 已有	manual
61869	memory-context	feat-mech	dup	surface/cancel dream tasks — memory 已有	manual
63111	approval-gate	feat-mech	dup	approved proposals start post-turn — 批准序列已有	manual
63131	approval-gate	feat-mech	dup	model-proposed Goal user approval — 批准已有	manual
63143	approval-gate	feat-mech	dup	trust generated-scripts root — trust 根已有	manual
63147	approval-gate	feat-mech	dup	workflow preview+scoped grant — 作用域批准已有	manual
63194	approval-gate	feat-mech	dup	bubble workflow agent approvals — 批准冒泡已有	manual
63211	approval-gate	feat-mech	dup	hot-reload workspace trust — trust 热载已有	manual
63217	approval-gate	feat-mech	dup	trusted daemon context propagate — 上下文传播已有	manual
63237	approval-gate	feat-mech	noise	default approval auto internal	manual
63245	approval-gate	feat-mech	dup	persisted sessions trusted workspaces — trust 已有	manual
63266	approval-gate	feat-mech	dup	ACP permission timeout config — 超时已有	manual
63267	approval-gate	feat-mech	noise	exit_plan_mode reveal internal	manual
63272	approval-gate	feat-mech	dup	ACP permission dialog via _meta.toolName — 批准面已有	manual
63276	approval-gate	feat-mech	dup	skill allowedTools auto-approve — 声明批准已有	manual
63284	approval-gate	feat-mech	dup	approval mode to subagents — 传播已有	manual
63296	approval-gate	feat-mech	dup	support permission — 权限已有	manual
64079	git-pr-ci	feat-mech	boundary	GitHub notify by reason — their bot	manual
64080	git-pr-ci	feat-mech	boundary	sandboxed lanes CI — their bot	manual
64226	git-pr-ci	feat-mech	boundary	git branch badge — their UI	manual
64240	git-pr-ci	feat-mech	dup	Ctrl+B promote keybind — fg→bg 已有	manual
64287	orchestration	feat-mech	cand	delegate subagent to external agent over ACP — 外部代理委派	manual
64313	orchestration	feat-mech	boundary	subagent activity rows — their UI	manual
64337	orchestration	feat-mech	dup	restore bg agent roster — 恢复已有	manual
64360	orchestration	feat-mech	dup	revivable bg subagents+TTL — 复活已有	manual
64364	orchestration	feat-mech	boundary	parallel-agents time — their UI	manual
64368	orchestration	feat-mech	dup	bg agent concurrency limit — 并发上限已有	manual
64369	orchestration	feat-mech	boundary	parallel fan-out panel — their UI	manual
64371	orchestration	feat-mech	cand	fastModel for Explore subagent — 按子代理选模型	manual
64382	orchestration	feat-mech	dup	/stats per-subagent rows — 计费归属已有	manual
64425	api-sdk	feat-mech	dup	bound NDJSON buffers — 缓冲界已有	manual
64441	api-sdk	feat-mech	noise	ACP init profile internal	manual
64443	api-sdk	feat-mech	dup	tool-call preparation lifecycle — 生命周期已有	manual
64454	api-sdk	feat-mech	dup	original toolCallId to hooks — 溯源已有	manual
64456	api-sdk	feat-mech	noise	DaemonTransport abstraction internal	manual
64458	api-sdk	feat-mech	noise	DaemonSessionClient internal	manual
64467	api-sdk	feat-mech	noise	LLM message rewrite middleware internal	manual
64524	mcp-tools	feat-mech	dup	bounded MCP args to classifier — 分类器已有	manual
64551	mcp-tools	feat-mech	cand	forced MCP reconnects — 重连面（#1435）	manual
64588	mcp-tools	feat-mech	cand	reconcile MCP live on settings — 同上	manual
64592	mcp-tools	feat-mech	dup	MCP resources on @ — MCP 资源已有	manual
64597	mcp-tools	feat-mech	boundary	/mcp resources dialog — their UI	manual
64610	mcp-tools	feat-mech	noise	A2UI over MCP internal	manual
64611	mcp-tools	feat-mech	dup	import Claude MCP servers — 导入已有	manual
64614	mcp-tools	feat-mech	dup	progressive MCP availability — 渐进加载已有	manual
64651	mcp-tools	feat-mech	boundary	export-html tool viewer — their UI	manual
64672	ui-ux	feat-mech	boundary	unified UI architecture — their UI	manual
64764	ui-ux	feat-mech	dup	/loop lean on notifications — loop 已有	manual
64767	ui-ux	feat-mech	dup	notify bg shells finish — 通知已有	manual
64828	ui-ux	feat-mech	dup	hooks infra CLI+UI — hooks 已有	manual
64834	ui-ux	feat-mech	boundary	input borders — their UI	manual
64852	cli-flags	feat-mech	noise	source info telemetry internal	manual
64855	cli-flags	feat-mech	dup	reload hook registry — hooks 热载已有	manual
64863	cli-flags	feat-mech	boundary	/hooks OpenTUI — their UI	manual
64867	cli-flags	feat-mech	dup	reap owned worktrees session delete — worktree GC 已有	manual
64892	cli-flags	feat-mech	dup	non-blocking slash builtins — 已有	manual
64900	cli-flags	feat-mech	noise	daemon logs OTel internal	manual
64919	cli-flags	feat-mech	cand	safe slash commands during streaming — 回合中只读命令	manual
64922	cli-flags	feat-mech	noise	GenAI content fields internal	manual
64932	cli-flags	feat-mech	noise	GenAI ARMS internal	manual
64968	cli-flags	feat-mech	noise	channel worker harden internal	manual
64972	cli-flags	feat-mech	boundary	tabbed Settings — their UI	manual
64999	cli-flags	feat-mech	noise	W3C traceparent internal	manual
65011	cli-flags	feat-mech	noise	traceId debug logs internal	manual
65015	cli-flags	feat-mech	boundary	slash discovery — their UI	manual
65018	cli-flags	feat-mech	boundary	LiveAgentPanel — their UI	manual
65024	cli-flags	feat-mech	boundary	foreground subagents pill — their UI	manual
65027	cli-flags	feat-mech	noise	LLM summary labels internal	manual
65039	cli-flags	feat-mech	dup	queue input editing ↑/ESC — 队列编辑已有	manual
65040	cli-flags	feat-mech	dup	tools.sandboxImage — sandbox 配置已有	manual
65043	cli-flags	feat-mech	cand	/btw side question improved — 侧问通道（同 59187）	manual
65050	cli-flags	feat-mech	boundary	YOLO border colors — their UI	manual
65153	scheduling	feat-mech	dup	GitHub polling wakeup adapter — 唤醒已有	manual
65167	scheduling	feat-mech	dup	isolated run precondition gate — 前置闸已有	manual
65170	scheduling	feat-mech	dup	bg/cron status in Stop hooks — hooks 载荷已有	manual
65173	scheduling	feat-mech	boundary	scheduled count footer — their UI	manual
65182	scheduling	feat-mech	dup	durable cron /loop survives restart — 持久调度已有	manual
65202	integrations	feat-mech	dup	webhook-triggered channel tasks — webhook 已有	manual
77109	ui-ux	feat-mech	boundary	Close Left/Right keybinds — their UI	manual
1493	models-routing	fix-mech	noise	cline provider auth fix internal	manual
2959	ui-ux	fix-mech	noise	E2E stability internal	manual
2960	ui-ux	fix-mech	noise	webview focus internal	manual
3092	sessions-history	fix-mech	dup	checkpoint non-blocking+block unsafe — checkpoint 已有	manual
3095	sessions-history	fix-mech	noise	empty assistant messages internal	manual
3197	mcp-tools	fix-mech	noise	mcp not started disabled internal	manual
3419	bugfix	fix-mech	dup	TaskCancel hook trigger — hooks 已有	manual
3420	bugfix	fix-mech	dup	restrictive perms secrets.json — secrets 已有	manual
3434	bugfix	fix-mech	noise	reasoning details tool blocks internal	manual
3446	bugfix	fix-mech	dup	honor cancel:true hook JSON — hooks 已有	manual
3450	bugfix	fix-mech	noise	tool args streaming internal	manual
3451	bugfix	fix-mech	noise	native tool calls inference internal	manual
3453	bugfix	fix-mech	dup	PreToolUse ordering before completion — hooks 序已有	manual
3462	bugfix	fix-mech	noise	tool converter internal	manual
3477	bugfix	fix-mech	noise	thinkingConfig validate internal	manual
3544	bugfix	fix-mech	noise	delete task popup internal	manual
3570	bugfix	fix-mech	noise	client auth token internal	manual
3878	approval-gate	fix-mech	noise	notification toggle menu internal	manual
3879	approval-gate	fix-mech	dup	PreToolUse after approval — hook/批准序已有	manual
3880	approval-gate	fix-mech	noise	tooltip arrow internal	manual
8618	bugfix	fix-mech	noise	model switching rollback internal	manual
8622	bugfix	fix-mech	noise	proxy config inline internal	manual
8631	bugfix	fix-mech	noise	auth elicitation hang internal	manual
8647	bugfix	fix-mech	noise	test rename internal	manual
8655	bugfix	fix-mech	dup	deny Unix socket permissions — 权限已有	manual
8656	bugfix	fix-mech	dup	deny-read preserved safe commands — sandbox 已有	manual
8666	bugfix	fix-mech	noise	legacy profile selectors internal	manual
8670	bugfix	fix-mech	noise	unknown tool schemas internal	manual
8671	bugfix	fix-mech	noise	plugin upgrades additive internal	manual
8674	bugfix	fix-mech	noise	deny-read globs resolve internal	manual
8676	bugfix	fix-mech	noise	is_known_safe internal	manual
8684	bugfix	fix-mech	dup	heredoc file_redirect parsing — 解析硬化已有	manual
8685	bugfix	fix-mech	noise	cargo deny internal	manual
8688	bugfix	fix-mech	noise	turn/interrupt hang internal	manual
8697	bugfix	fix-mech	noise	windows snapshot test internal	manual
8698	bugfix	fix-mech	dup	hooks for apply_patch edits — hooks 已有	manual
8699	bugfix	fix-mech	noise	mailbox timeout internal	manual
8700	bugfix	fix-mech	noise	cargo deny internal	manual
8712	bugfix	fix-mech	noise	auth preflight internal	manual
8717	bugfix	fix-mech	noise	exec-policy parsing internal	manual
8728	bugfix	fix-mech	noise	cargo deny internal	manual
8739	bugfix	fix-mech	noise	sandbox_policy rm internal	manual
8740	bugfix	fix-mech	noise	unused import internal	manual
8742	bugfix	fix-mech	noise	unused import internal	manual
8752	bugfix	fix-mech	noise	macOS seatbelt policy internal	manual
8754	bugfix	fix-mech	noise	SDK plugins disable internal	manual
8761	bugfix	fix-mech	dup	disable danger-check unsandboxed — sandbox 语义已有	manual
8762	bugfix	fix-mech	noise	cargo deny internal	manual
8768	bugfix	fix-mech	dup	subagents share execpolicy — 策略共享已有	manual
8774	bugfix	fix-mech	dup	writable carveouts under denied parents — 雕刻已有	manual
8783	bugfix	fix-mech	noise	permissions forward compat internal	manual
8784	bugfix	fix-mech	noise	RejectConfig default internal	manual
8788	bugfix	fix-mech	noise	zsh fork test flake internal	manual
8793	bugfix	fix-mech	noise	guardian test rm internal	manual
8801	bugfix	fix-mech	noise	AutomationPermission internal	manual
8803	bugfix	fix-mech	noise	shell_snapshot exports internal	manual
8807	bugfix	fix-mech	noise	agent when profile internal	manual
8821	bugfix	fix-mech	noise	file watcher internal	manual
8845	bugfix	fix-mech	noise	waiter race internal	manual
8849	bugfix	fix-mech	noise	exec_policy parsing internal	manual
8859	bugfix	fix-mech	noise	constrained import internal	manual
8930	bugfix	fix-mech	dup	prevent repeating interrupted turns — 中断语义已有	manual
8937	bugfix	fix-mech	noise	originator header internal	manual
8940	bugfix	fix-mech	noise	queued messages /review internal	manual
8968	bugfix	fix-mech	noise	multiple tool calls internal	manual
8971	bugfix	fix-mech	noise	/undo staging internal	manual
8975	bugfix	fix-mech	noise	duplicate FeatureSpec internal	manual
8984	bugfix	fix-mech	noise	parallel tool calls internal	manual
8987	bugfix	fix-mech	noise	keybindings input burst internal	manual
8993	bugfix	fix-mech	noise	rules dir rename internal	manual
9006	bugfix	fix-mech	noise	slash popup invalid internal	manual
9011	bugfix	fix-mech	noise	duration_ms MCP internal	manual
9013	bugfix	fix-mech	noise	will_retry ErrorNotification internal	manual
9015	bugfix	fix-mech	noise	ghost snapshots tokens internal	manual
9031	bugfix	fix-mech	dup	untracked-only ghost snapshots — 快照已有	manual
9050	bugfix	fix-mech	noise	ExecPolicy cutover internal	manual
9079	bugfix	fix-mech	dup	custom prompts symlinked files — symlink 解析已有	manual
9088	bugfix	fix-mech	noise	usage URLs internal	manual
9107	bugfix	fix-mech	noise	rate limit timestamps internal	manual
9127	bugfix	fix-mech	noise	TS exports internal	manual
9145	bugfix	fix-mech	noise	permissions alignment internal	manual
9246	ui-ux	fix-mech	boundary	hide empty reasoning — their UI	manual
9271	ui-ux	fix-mech	boundary	footer hints — their UI	manual
9288	ui-ux	fix-mech	noise	auto-review notify internal	manual
9326	ui-ux	fix-mech	noise	/copy rollback internal	manual
9333	ui-ux	fix-mech	noise	recall slash commands internal	manual
9355	ui-ux	fix-mech	noise	fuzzy search test internal	manual
9376	ui-ux	fix-mech	noise	notify script internal	manual
9407	ui-ux	fix-mech	noise	paste burst interval internal	manual
9443	ui-ux	fix-mech	noise	personality command internal	manual
9448	ui-ux	fix-mech	noise	tooltip references internal	manual
9478	ui-ux	fix-mech	noise	paste-burst docs internal	manual
9563	ui-ux	fix-mech	noise	tab+enter regression internal	manual
9578	ui-ux	fix-mech	noise	full-auto preset internal	manual
12294	sessions-history	fix-mech	dup	prompts with resume and fork — resume 已有	manual
12311	sessions-history	fix-mech	dup	goal accounting after resume — 恢复记账已有	manual
12348	sessions-history	fix-mech	noise	fork boundaries internal	manual
12399	sessions-history	fix-mech	noise	resume args order internal	manual
12400	sessions-history	fix-mech	dup	resume with different model — 换模恢复已有	manual
12413	sessions-history	fix-mech	noise	resume test flake internal	manual
12422	sessions-history	fix-mech	dup	no mtime update on resume — resume 语义已有	manual
12427	sessions-history	fix-mech	boundary	coalesced tool calls overlay — their UI	manual
12438	sessions-history	fix-mech	boundary	transcript selection drag — their UI	manual
12473	sessions-history	fix-mech	dup	missing resume id graceful — 恢复容错已有	manual
12475	sessions-history	fix-mech	noise	gitignored CODEX_HOME internal	manual
13040	approval-gate	fix-mech	dup	preserve approval sandbox decisions — 批准保持已有	manual
13047	approval-gate	fix-mech	noise	zsh-fork test flake internal	manual
13137	approval-gate	fix-mech	noise	denylist-only revert internal	manual
13145	approval-gate	fix-mech	dup	resolve bwrap trusted PATH — 可信PATH已有	manual
13154	approval-gate	fix-mech	noise	permission profiles debug internal	manual
13163	approval-gate	fix-mech	noise	Windows CI assertions internal	manual
13164	approval-gate	fix-mech	dup	persist network host approvals — 批准持久已有	manual
13173	approval-gate	fix-mech	noise	automation input shapes internal	manual
13178	approval-gate	fix-mech	dup	skip approval permissionless skills — skill 批准已有	manual
13179	approval-gate	fix-mech	dup	no git before trust — trust 前置已有	manual
13181	approval-gate	fix-mech	dup	reject policy by approval source — 批准源策略已有	manual
13194	approval-gate	fix-mech	dup	AbsolutePathBuf permission roots — 路径锚定已有	manual
13196	approval-gate	fix-mech	noise	zsh fork tests internal	manual
13206	approval-gate	fix-mech	dup	approval for destructive MCP calls — MCP 批准已有	manual
13225	approval-gate	fix-mech	dup	unsafe auto-approval git fix — 批准硬化已有	manual
13226	approval-gate	fix-mech	noise	approval events review mode internal	manual
13234	approval-gate	fix-mech	noise	/approvals rename internal	manual
13254	approval-gate	fix-mech	dup	approval force delete Windows — 危险批准已有	manual
13400	mcp-tools	fix-mech	noise	Apps SKU internal	manual
13443	mcp-tools	fix-mech	dup	refresh expired OAuth pre-startup — token 刷新已有	manual
13465	mcp-tools	fix-mech	noise	taskkill output suppress internal	manual
13467	mcp-tools	fix-mech	dup	truncate mcp outputs rollouts — 截断已有	manual
13508	mcp-tools	fix-mech	noise	MCP leaks internal	manual
13528	mcp-tools	fix-mech	noise	MCP tool calling fix internal	manual
13573	mcp-tools	fix-mech	noise	threadId structuredContent internal	manual
13583	mcp-tools	fix-mech	dup	Esc interrupt MCP startup mid-turn — 中断已有	manual
13594	mcp-tools	fix-mech	noise	MCP startup progress internal	manual
13598	mcp-tools	fix-mech	noise	parallel tool call internal	manual
13604	mcp-tools	fix-mech	noise	parallel call instruction internal	manual
13608	mcp-tools	fix-mech	noise	Windows MCP script tools internal	manual
13648	mcp-tools	fix-mech	noise	additionalProperties schema internal	manual
13649	mcp-tools	fix-mech	noise	oauth login hang internal	manual
13650	mcp-tools	fix-mech	noise	mcp-types protocol internal	manual
13651	mcp-tools	fix-mech	noise	mcp split internal	manual
13667	mcp-tools	fix-mech	noise	mcp-types codegen internal	manual
13682	scheduling	fix-mech	dup	pause timer for elicitations — elicitation 已有	manual
13689	scheduling	fix-mech	noise	redraw 60fps internal	manual
13769	remote-cloud	fix-mech	noise	plugin service route internal	manual
13940	remote-cloud	fix-mech	noise	WSL paste internal	manual
14156	orchestration	fix-mech	noise	multi-agent grammar internal	manual
14168	orchestration	fix-mech	noise	subagent MCP status internal	manual
14258	orchestration	fix-mech	noise	/status sub-agent internal	manual
14278	orchestration	fix-mech	dup	delegate cancellation — 取消传播已有	manual
14908	models-routing	fix-mech	noise	empty finish_reason internal	manual
14979	sandbox-exec	fix-mech	noise	elevated sandbox setup internal	manual
15001	sandbox-exec	fix-mech	noise	deletion writable roots internal	manual
15009	sandbox-exec	fix-mech	noise	sandbox hostname defer internal	manual
15030	sandbox-exec	fix-mech	dup	shell cleanup on interruption — 清理已有	manual
15031	sandbox-exec	fix-mech	dup	cancel sandbox on network denial — 拒绝联动已有	manual
15080	sandbox-exec	fix-mech	noise	private DNS macOS internal	manual
15082	sandbox-exec	fix-mech	noise	WSL1 bwrap reject internal	manual
15091	sandbox-exec	fix-mech	dup	symlinked writable roots — symlink 处理已有	manual
15098	sandbox-exec	fix-mech	noise	bwrap multi-PATH internal	manual
15103	sandbox-exec	fix-mech	dup	canonicalize symlinked sandbox cwd — 规范化已有	manual
15104	sandbox-exec	fix-mech	noise	missing writable roots internal	manual
15105	sandbox-exec	fix-mech	noise	system bwrap prefer internal	manual
15108	sandbox-exec	fix-mech	noise	sandbox review nits internal	manual
15109	sandbox-exec	fix-mech	dup	split filesystem semantics — sandbox 语义已有	manual
15112	sandbox-exec	fix-mech	dup	symlinked writable roots policies — 同上	manual
15122	sandbox-exec	fix-mech	dup	unshare bwrap userns — sandbox 已有	manual
15135	sandbox-exec	fix-mech	dup	sandbox envelope zsh fork — 封套已有	manual
15137	sandbox-exec	fix-mech	noise	bwrap /dev mount internal	manual
15141	sandbox-exec	fix-mech	noise	sandbox tag internal	manual
15148	sandbox-exec	fix-mech	noise	auth tokens isolate internal	manual
15150	sandbox-exec	fix-mech	dup	block io_uring seccomp no-network — syscall 过滤已有	manual
15160	sandbox-exec	fix-mech	noise	utf-8 sandbox logs internal	manual
15164	sandbox-exec	fix-mech	noise	request files cleanup internal	manual
15167	sandbox-exec	fix-mech	dup	deny .git under writable roots — .git 防护已有（G2 同族）	manual
15168	sandbox-exec	fix-mech	noise	PATH audit roots internal	manual
15183	sandbox-exec	fix-mech	noise	sandbox-state update request internal	manual
15324	shell-tools	fix-mech	boundary	reflow scrollback resize — their UI	manual
15331	shell-tools	fix-mech	noise	proxy env snapshot internal	manual
15356	shell-tools	fix-mech	noise	zsh-fork fds internal	manual
15383	shell-tools	fix-mech	noise	js_repl reset hang internal	manual
15384	shell-tools	fix-mech	noise	shell-tool-mcp CI internal	manual
15400	shell-tools	fix-mech	noise	shell-tool-mcp CI internal	manual
15407	shell-tools	fix-mech	noise	shell snapshot test flake internal	manual
15428	shell-tools	fix-mech	noise	shell snapshot cleanup internal	manual
15617	git-pr-ci	fix-mech	noise	yolo git check internal	manual
15789	skills-plugins	fix-mech	noise	skills walk inventory internal	manual
15799	skills-plugins	fix-mech	noise	plugin namespaces internal	manual
15815	skills-plugins	fix-mech	noise	skill discovery merge internal	manual
