id	harness	dom	kind	verdict	detail	pass
23663	crush	bugfix	fix	noise	pr-meta: 6e5bbef: fix: use typed context keys in	rule
23664	crush	bugfix	fix	annotated	agent_sdk 子会话继承用户配置泄漏（MCP/tools 渗入	dedup-l
23665	crush	bugfix	fix	noise	pr-meta: 773efbf: fixtools/view: perform UTF-8 validity check only	rule
23666	crush	bugfix	fix	noise	pr-meta: 24f99f0: fixlsp: replace recursive fastwalk with filepath.Gl	rule
23667	crush	bugfix	fix	noise	prose noise	manual
23668	crush	bugfix	fix	noise	pr-meta: 4018154: fixevent: guard against panic 2310 meowgorithm	rule
23669	crush	bugfix	fix	noise	pr-meta: 62b8c0b: fixlsp: fix multiple bugs in lsp	rule
23670	crush	bugfix	fix	noise	pr-meta: 643919d: fix: initialize lsp manager callback to	rule
23671	crush	bugfix	fix	noise	prose noise	manual
23672	crush	bugfix	fix	noise	pr-meta: 38c6632: fix: wrap correct error 2296 andreynering	rule
23673	crush	bugfix	fix	boundary	char clipping — their UI	manual
23674	crush	bugfix	fix	noise	LSP panic internal	manual
23675	crush	bugfix	fix	noise	model/provider line: Fixed an authorization bug for MiniMax that	rule
23676	crush	bugfix	fix	noise	zhfix: Fixed a bug related to thinking in	rule
23677	crush	bugfix	fix	noise	zhfix: Fixed a bug where Crush would struggle	rule
23678	crush	bugfix	fix	noise	conv-fix: prevent nil client from being stored in	rule
23679	crush	bugfix	fix	noise	model/provider line: fix: use Authorization header for MiniMax	rule
23680	crush	bugfix	fix	noise	provider-meta: fix: proper validate io.net api keys	rule
23681	crush	bugfix	fix	noise	conv-fix: more reliably detect windows drive	rule
23682	crush	bugfix	fix	noise	prose noise	manual
23683	crush	bugfix	fix	noise	titleline: A potential panic was fixed.	rule
23684	crush	bugfix	fix	noise	pr-meta: 9862d3a: fix: address nil pointer dereference panics	rule
23685	crush	bugfix	fix	noise	pr-meta: 7ac4061: fixlsp: properly remove clients from map	rule
23686	crush	bugfix	fix	noise	pr-meta: 44c7535: fixdeps: update go-nativeclipboard version to compi	rule
23687	crush	bugfix	fix	noise	titleline: GLM 5 general fixes	rule
23688	crush	bugfix	fix	noise	titleline: Many small fixes	rule
23689	crush	bugfix	fix	annotated	D1 | 向量 codebase 索引 | **拒绝** | 移入	dedup-l
23690	crush	bugfix	fix	noise	provider-meta: Addressed regression regarding the disable_default_providers	rule
23691	crush	bugfix	fix	noise	pr-meta: 47ca98d: fixconfig: correct Task agent ID in	rule
23692	crush	bugfix	fix	noise	pr-meta: 5b2a0bf: fixgrep: do not go outside cwd	rule
23693	crush	bugfix	fix	noise	pr-meta: d6643a6: fixlsp: files outside cwd 2180 caarlos0	rule
23694	crush	bugfix	fix	noise	pr-meta: 48157c6: fixsqlite: increase busy timeout 2181 caarlos0	rule
23695	crush	bugfix	fix	noise	pr-meta: f791e5c: fix: change binding to open/close todo	rule
23696	crush	bugfix	fix	noise	pr-meta: 0b618f4: fix: ensure all providers are shown	rule
23697	crush	bugfix	fix	noise	pr-meta: d1032ba: fix: respect disable_default_providers 2177 caarlos	rule
23698	crush	bugfix	fix	noise	pr-meta: dc890f3: fix: build linux/386 2153 caarlos0	rule
23699	crush	bugfix	fix	noise	pr-meta: 989b0d2: fix: cap posthog shutdown timeout 2138	rule
23700	crush	bugfix	fix	noise	pr-meta: 63e0098: fix: improving shutdown 2175 caarlos0	rule
23701	crush	bugfix	fix	noise	titleline: Quick Windows fix	rule
23702	crush	bugfix	fix	noise	pr-meta: 142c854: fix: change hyper url 2120 caarlos0	rule
23703	crush	bugfix	fix	noise	pr-meta: b7e07a5: fix: address potential panic on initialization	rule
23704	crush	bugfix	fix	noise	prose-fix: Fixes for LSPs tools behind proxies and	rule
23705	crush	bugfix	fix	dup	LSP auto-discovery reliable — 发现可靠性已有	manual
23706	crush	bugfix	fix	noise	pr-meta: 46068b8: fixlsp: improve auto discovery 2086 caarlos0	rule
23707	crush	bugfix	fix	noise	pr-meta: 4a03cba: fixlsp: improve lsp tools 2089 caarlos0	rule
23708	crush	bugfix	fix	noise	pr-meta: 47f5f42: fix: ensure all tools work when	rule
23709	crush	bugfix	fix	noise	pr-meta: df2c001: fixlsp: scope client to working directory	rule
23710	crush	bugfix	fix	noise	pr-meta: 216f904: fixposthog: check correct error prevent panic	rule
23711	crush	bugfix	fix	noise	pr-meta: daf786f: fixstats: resizing breaks pie charts 2030	rule
23712	crush	bugfix	fix	noise	pr-meta: 3a2a045: fix: improve logs standardize capitalized 2047	rule
23713	crush	bugfix	fix	noise	pr-meta: 87fad18: fix: make the commands dialog less	rule
23714	crush	bugfix	fix	noise	pr-meta: c3ae230: fix: respect disabled indeterminate progress bar	rule
23715	crush	bugfix	fix	noise	pr-meta: 99aabb0: fix: schema incorrectly marks optional fields	rule
23716	crush	bugfix	fix	noise	pr-meta: 4228f75: fix: slice string at the grapheme	rule
23717	crush	bugfix	fix	noise	pr-meta: 9faa8b2: fix: enable left/right scrolling of diff	rule
23718	crush	bugfix	fix	noise	pr-meta: 9622c25: fix: should also copy on y	rule
23719	crush	bugfix	fix	noise	pr-meta: f791446: fix: stats chart dont account for	rule
23720	crush	bugfix	fix	noise	pr-meta: 5ddf9d1: fix: token calculation 2004 kujtimiihoxha	rule
23721	crush	bugfix	fix	noise	pr-meta: 44e1ca7: fixdialogs: prevent panic due to negative	rule
23722	crush	bugfix	fix	noise	pr-meta: 1073723: fixlist: prevent panic due to negative	rule
23723	crush	bugfix	fix	noise	pr-meta: 1fad83b: fix: add back suspend kujtimiihoxha	rule
23724	crush	bugfix	fix	noise	pr-meta: 9604c92: fix: commands height 1954 kujtimiihoxha	rule
23725	crush	bugfix	fix	noise	pr-meta: fb3eeb0: fix: completions width 1956 kujtimiihoxha	rule
23726	crush	bugfix	fix	noise	pr-meta: f002e6f: fix: lsp sort kujtimiihoxha	rule
23727	crush	bugfix	fix	noise	pr-meta: 4cf6af0: fix: make sure we have a	rule
23728	crush	bugfix	fix	noise	pr-meta: 6ba301e: fix: new/update message behavior 1958 kujtimiihoxha	rule
23729	crush	bugfix	fix	noise	pr-meta: 1382753: fix: route mouse events to the	rule
23730	crush	bugfix	fix	noise	pr-meta: 03beedc: fixchat: do not mark tools with	rule
23731	crush	bugfix	fix	noise	pr-meta: ff9cbf6: fixchat: only spin when there is	rule
23732	crush	bugfix	fix	noise	pr-meta: b6185b1: fixchat: race condition kujtimiihoxha	rule
23733	crush	bugfix	fix	noise	pr-meta: d5f0987: fixchat: reset index and paused animations	rule
23734	crush	bugfix	fix	noise	pr-meta: c74a5c4: fixdialog: commands: execute command handlers prope	rule
23735	crush	bugfix	fix	noise	pr-meta: e38ffc3: fixmodels: ensure that we show unknown	rule
23736	crush	bugfix	fix	noise	pr-meta: b66676c: fixsec: do not output resolved command	rule
23737	crush	bugfix	fix	noise	prose noise	manual
23738	crush	bugfix	fix	noise	conv-fix: race in agent.go	rule
23739	crush	bugfix	fix	noise	conv-fix: resolve extra headers for providers	rule
23740	crush	bugfix	fix	noise	conv-fix: try to make the search tool more	rule
23741	crush	bugfix	fix	noise	conv-fix: mcps loading in non interactive mode	rule
23742	crush	bugfix	other	noise	conv-chore: use posthogs default exception reporting	rule
23743	crush	bugfix	fix	noise	titleline: For a Few Fixes More	rule
23744	crush	bugfix	fix	noise	pr-meta: 87df08c: fix: race condition where title might	rule
23745	crush	bugfix	fix	noise	pr-meta: df6f514: fixsqlite: busy timeout 1815 caarlos0	rule
23746	crush	bugfix	fix	noise	pr-meta: 2350f7e: fix: make sure to unlock in	rule
23747	crush	bugfix	fix	noise	pr-meta: 6f0f519: Fix shutdown 1833 kujtimiihoxha	rule
23748	crush	bugfix	fix	noise	pr-meta: b884767: perf: fix possibly unclosed resp.body 1818	rule
23749	crush	bugfix	fix	noise	titleline: Fixes and ch-ch-ch-changes	rule
23750	crush	bugfix	fix	noise	pr-meta: ca21111: fixposthog: correct bool prop name for	rule
23751	crush	bugfix	fix	noise	pr-meta: 56f1b37: fixposthog: normalize interactive prop case andreyn	rule
23752	crush	bugfix	fix	noise	pr-meta: 2bdac87: fix: mark files that are attched	rule
23753	crush	bugfix	fix	dup	reduce count requests sub-agents — 请求治理已有	manual
23754	crush	bugfix	fix	noise	pr-meta: a94866c: fix: quota for subagents in copilot	rule
23755	crush	bugfix	fix	noise	pr-meta: b618a5b: fixsessions: nil pointer dereference 1759 meowgorit	rule
23756	crush	bugfix	fix	noise	titleline: A Fistful of Fixes	rule
23757	crush	bugfix	fix	dup	copilot quota handling — 配额处理已有	manual
23758	crush	bugfix	fix	noise	pr-meta: 7315fce: fixsessions: generate title with large model	rule
23759	crush	bugfix	fix	noise	pr-meta: c49b4fe: fixsessions: tag removal handle multibyte meowgorit	rule
23760	crush	bugfix	fix	noise	pr-meta: 4133554: fix: prevent filename insertion when dragging	rule
23761	crush	bugfix	fix	noise	prose noise	manual
23762	crush	bugfix	fix	noise	pr-meta: 4f6d0e9: fix: race condition 1649 kujtimiihoxha	rule
23763	crush	bugfix	fix	noise	pr-meta: ec22609: fix: splash padding y 1680 caarlos0	rule
23764	crush	bugfix	fix	noise	marketing: This release is mostly to improve and	rule
23765	crush	bugfix	fix	noise	pr-meta: 68ad298: fixcopilot: change import to happen on	rule
23766	crush	bugfix	fix	noise	pr-meta: b945baa: fixonboarding: address c key press not	rule
23767	crush	bugfix	fix	noise	pr-meta: 5b66c8d: fix: handle ctrlc in hypercrush auth	rule
23768	crush	bugfix	fix	noise	pr-meta: 4529235: fix: check if token is expired	rule
23769	crush	bugfix	fix	noise	pr-meta: 2b506d6: chore: bump bubbletea to fix moving	rule
23770	crush	bugfix	fix	noise	prose noise	manual
23771	crush	bugfix	fix	noise	pr-meta: a2678eb: fixuiutil: add Cursor interface aymanbagabas	rule
23772	crush	bugfix	fix	noise	pr-meta: 33d8aaf: fix: update fantasy with fix for	rule
23773	crush	bugfix	fix	noise	pr-meta: c822651: fix:remove 100MB file size limit from	rule
23774	crush	bugfix	fix	noise	pr-meta: a7d1387: fixdeps: use charm.land glamour and log	rule
23775	crush	bugfix	fix	noise	pr-meta: 36d471b: fixnoninteractive: support output redirection aka p	rule
23776	crush	bugfix	fix	noise	pr-meta: 448b78b: chore: bump bubbletea and ultraviolet to	rule
23777	crush	bugfix	fix	noise	pr-meta: de451cc: chore: bump bubbletea and ultraviolet to	rule
23778	crush	bugfix	fix	noise	pr-meta: 4143ccd: chore: bump bubbletea and ultraviolet to	rule
23779	crush	bugfix	fix	noise	pr-meta: 3c7ee39: fixnoninteractive: cancel on signal 1584 meowgorith	rule
23780	crush	bugfix	fix	noise	prose noise	manual
23781	crush	bugfix	fix	noise	pr-meta: 70a4fa1: fixlist: cap rendered filterable list while	rule
23782	crush	bugfix	fix	noise	pr-meta: da5c283: fix: ignore mouse clicks when isProjectInit	rule
23783	crush	bugfix	fix	noise	pr-meta: 8ab8324: fix: prevent nil pointer dereference when	rule
23784	crush	bugfix	fix	noise	pr-meta: edf6366: fix: use visual width instead of	rule
23785	crush	bugfix	fix	noise	pr-meta: c65ec47: fix:prevent crash when pressing ctrlf on	rule
23786	crush	bugfix	fix	noise	pr-meta: 31c2211: chore: fix fantasy version kujtimiihoxha	rule
23787	crush	bugfix	fix	noise	pr-meta: 7272a90: fix: add ValidArgs and Args to	rule
23788	crush	bugfix	fix	noise	pr-meta: 431d6fb: chore: bump ultraviolet to fix rendering	rule
23789	crush	bugfix	fix	noise	pr-meta: 2b222e3 fix: remove max_tokens minimum requirement to	rule
23790	crush	bugfix	fix	dup	multi-arg $EDITOR — 编辑器解析已有	manual
23791	crush	bugfix	fix	noise	pr-meta: 4f37cff: fixeditor: fix opening EDITOR w/ and	rule
23792	crush	bugfix	fix	noise	pr-meta: e5639f0: fix: fix c key not working	rule
23793	crush	bugfix	fix	noise	pr-meta: 9b1ec53: Revert fixeditor: fix opening EDITOR when	rule
23794	crush	bugfix	fix	noise	prose noise	manual
23795	crush	bugfix	fix	noise	pr-meta: 77da29d: fixeditor: fix opening EDITOR when it	rule
23796	crush	bugfix	fix	noise	pr-meta: 3a5375f: fix: fix h and l keys	rule
23797	crush	bugfix	fix	noise	prose noise	manual
23798	crush	bugfix	fix	noise	pr-meta: f08e852: fix: detect version for go install	rule
23799	crush	bugfix	fix	noise	pr-meta: c381834: fix: handle google reasoning 1474 kujtimiihoxha	rule
23800	crush	bugfix	fix	boundary	saas-3p: Small rendering edge cases have been fixed	rule
23801	crush	bugfix	fix	noise	pr-meta: c094eaf: fixtest: set a fixed attribution to	rule
23802	crush	bugfix	fix	noise	prose noise	manual
23803	crush	bugfix	fix	noise	pr-meta: 665ee06: fix: append ImageURLContent part in unmarshallParts	rule
23804	crush	bugfix	fix	noise	pr-meta: e9b30f7: fix: recent models test kujtimiihoxha	rule
23805	crush	bugfix	fix	dup	retries capped 2 extra — 重试上限已有	manual
23806	crush	bugfix	fix	noise	pr-meta: 87df66d: chore: upgrade dependencies and fix related	rule
23807	crush	bugfix	fix	noise	pr-meta: 557bfa7: chore: upgrade bubbletea to fix rendering	rule
23808	crush	bugfix	fix	noise	pr-meta: 323c8cd: chore: fix: upgrade dependencies and fix	rule
23809	crush	bugfix	fix	dup	crush run TTY fixes — 交互修复已有	manual
23810	crush	bugfix	fix	noise	pr-meta: fc128be: fixcatwalk: improve fetch logging message andreyner	rule
23811	crush	bugfix	fix	noise	pr-meta: 2fd5ab2: fixnoninteractive: always print newline after outpu	rule
23812	crush	bugfix	fix	noise	pr-meta: 60ca35f: fixnoninteractive: strip leading newline from assis	rule
23813	crush	bugfix	fix	noise	pr-meta: a2f7cbb: fix: improve code caarlos0	rule
23814	crush	bugfix	fix	noise	pr-meta: a074fa9: fix: missing handle call caarlos0	rule
23815	crush	bugfix	fix	noise	pr-meta: 9272218: fix: rethink global config path on	rule
23816	crush	bugfix	other	noise	pr-meta: df4d66b: feat: keep successful edits even if	rule
23817	crush	bugfix	fix	noise	pr-meta: f6e82a4: fix: address panic due to possible	rule
23818	crush	bugfix	fix	noise	titleline: A few minor fixes	rule
23819	crush	bugfix	fix	noise	prose noise	manual
23820	crush	bugfix	fix	noise	prose-fix: Fixed tools not working properly with crush	rule
23821	crush	bugfix	fix	noise	pr-meta: ae70537: fix: fix broken tools on crush	rule
23822	crush	bugfix	fix	annotated	执行 | 沙箱执行命令+**删除保护走回收站+改前备份**（Wind	dedup-l
23823	crush	bugfix	fix	noise	pr-meta: a885da8: fix: upgrade bubbletea to fix rendering	rule
23824	crush	bugfix	fix	noise	model/provider line: OpenRouter key validation: fixed	rule
23825	crush	bugfix	fix	noise	pr-meta: 2834bf7: fix: openrouter key validation kujtimiihoxha	rule
23826	crush	bugfix	fix	noise	prose noise	manual
23827	crush	bugfix	fix	noise	pr-meta: Fixed issue that could show when doing	rule
23828	crush	bugfix	fix	noise	pr-meta: 68fcf9f: fix: update fantasy and catwalk with	rule
23829	crush	bugfix	fix	noise	pr-meta: fd5f830: fixtest: normalize file separator to make	rule
23830	crush	bugfix	fix	noise	pr-meta: d32831e: fixtest: normalize output of download tool	rule
23831	crush	bugfix	fix	noise	pr-meta: 019b7a2: fixtools: fix handling of abs paths	rule
23832	crush	bugfix	fix	noise	pr-meta: e159237: fix: add prefix if exists in	rule
23833	crush	bugfix	fix	annotated	diff 默认折叠为 file chip / 会话列表 sort+f	dedup-l
23834	crush	bugfix	fix	noise	pr-meta: 0374b7c: fix: fantasy nil panic kujtimiihoxha	rule
23835	crush	bugfix	fix	noise	pr-meta: 139749a: fixtests: remove embedded providers regenerate fixt	rule
23836	crush	bugfix	fix	noise	pr-meta: 042725f: chore: small fix kujtimiihoxha	rule
23837	crush	bugfix	fix	noise	pr-meta: a3e699d: chore: small fixes and catwalk update	rule
23838	crush	bugfix	fix	noise	pr-meta: 231c3d9: fixtest: close sqlite db on test	rule
23839	crush	bugfix	fix	noise	pr-meta: 4926d2c: fixtest: improve go-vcr request matching logic	rule
23840	crush	bugfix	fix	noise	pr-meta: 46dcc50: fixtest: try to have the correct	rule
23841	crush	bugfix	fix	noise	pr-meta: f7b78df: fix: bring back metrics on fantasy	rule
23842	crush	bugfix	fix	noise	pr-meta: 47bde03: fix: cost calculation when using openrouter	rule
23843	crush	bugfix	fix	noise	pr-meta: eba309c: fix: diagnostics log double quotting caarlos0	rule
23844	crush	bugfix	fix	noise	pr-meta: 086e4ff: fix: prompt prefix kujtimiihoxha	rule
23845	crush	bugfix	fix	noise	pr-meta: df753af: chore: fix parameter update kujtimiihoxha	rule
23846	crush	bugfix	fix	noise	pr-meta: 35c05ff: revert: test: try fix windows tests	rule
23847	crush	bugfix	fix	noise	pr-meta: 5e698b2: fixagent: cancelation logic kujtimiihoxha	rule
23848	crush	bugfix	fix	noise	pr-meta: 2313d9c: fixagent: make sure we finish thinking	rule
23849	crush	bugfix	fix	noise	pr-meta: 6e94603: fixagent: queued messages issues kujtimiihoxha	rule
23850	crush	bugfix	fix	noise	pr-meta: e2e3920: fixagent: save assistant message kujtimiihoxha	rule
23851	crush	bugfix	fix	noise	pr-meta: 93b796e: fixagent: tool results kujtimiihoxha	rule
23852	crush	bugfix	fix	noise	pr-meta: 9f2c7d0: fixlogs: disable color output when stdout	rule
23853	crush	bugfix	fix	noise	pr-meta: d7619a5: fixsummary: handle cancel and other cases	rule
23854	crush	bugfix	fix	noise	pr-meta: 12b9f87: fixtest: make prompt deterministic kujtimiihoxha	rule
23855	crush	bugfix	fix	noise	pr-meta: ac97adc: fixtests: regenerate tests kujtimiihoxha	rule
23856	crush	bugfix	fix	noise	pr-meta: 7daf3b2: fixtests: regenerate tests and skip some	rule
23857	crush	bugfix	fix	noise	pr-meta: 0ba17e8: fixtools: some errors need to be	rule
23858	crush	bugfix	fix	annotated	执行 | 权限决定 Allow/Allow session or p	dedup-l
23859	crush	bugfix	fix	noise	pr-meta: 5401adf: fix: add title lock kujtimiihoxha	rule
23860	crush	bugfix	fix	noise	pr-meta: b9249a3: chore: fix dependencies kujtimiihoxha	rule
23861	crush	bugfix	fix	noise	pr-meta: d521e93: chore: fix summary by adding options	rule
23862	crush	bugfix	fix	noise	pr-meta: 9c04dda: chore: fix tool calls kujtimiihoxha	rule
23863	crush	bugfix	fix	noise	pr-meta: 3af3339: chore: small fix kujtimiihoxha	rule
23864	crush	bugfix	fix	noise	pr-meta: eef3fef: chore: small fixes kujtimiihoxha	rule
23865	crush	bugfix	fix	noise	pr-meta: 5501fbb: lint: fix linting andreynering	rule
23866	crush	bugfix	fix	noise	pr-meta: 092b351: fix: always fetch providers live and	rule
23867	crush	bugfix	fix	noise	pr-meta: 23417aa: fix: only debug if enabled 1279	rule
23868	crush	bugfix	fix	noise	prose noise	manual
23869	crush	bugfix	fix	noise	pr-meta: 8c9ce8e: fix: close binding in user cmd	rule
23870	crush	bugfix	fix	noise	pr-meta: 1a40fba: fixgrep: check mime type 1228 caarlos0	rule
23871	crush	bugfix	fix	noise	zhfix: Fixed prompt too long errors	rule
23872	crush	bugfix	fix	dup	token limit exceed fix — 限额已有	manual
23873	crush	bugfix	fix	noise	pr-meta: 9ffa587: fixls: properly handle limits 1230 caarlos0	rule
23874	crush	bugfix	fix	noise	marketing: Read on for all the fixes in	rule
23875	crush	bugfix	fix	noise	pr-meta: f7ffd8a: fix: dont supress application level panics	rule
23876	crush	bugfix	fix	noise	pr-meta: a430043: fix: move some logs to debug	rule
23877	crush	bugfix	fix	noise	pr-meta: fccc49f: chorelint: ignore staticcheck in helpful crash	rule
23878	crush	bugfix	fix	noise	pr-meta: 75a602a: chore: print a bug reporting notice	rule
23879	crush	bugfix	fix	noise	prose-fix: Fixed: SSE MCPs	rule
23880	crush	bugfix	fix	noise	pr-meta: 598e2f6: fixstyle: heartbit in --version caarlos0	rule
23881	crush	bugfix	fix	noise	pr-meta: e762ddf: fixagent: remove timout for now 1158	rule
23882	crush	bugfix	fix	noise	pr-meta: b22fd08: fixfsext: panic on fastwalk 1122 caarlos0	rule
23883	crush	bugfix	fix	noise	pr-meta: e3240a2: fixlsp: allow directories as root markers	rule
23884	crush	bugfix	fix	annotated	可配置超时 | 同构（max_minutes/job timeout	dedup-l
23885	crush	bugfix	fix	noise	pr-meta: 63eda4d: fix: improve retry caarlos0	rule
23886	crush	bugfix	fix	noise	pr-meta: c8bdb0b: fix: improve shutdown 1133 caarlos0	rule
23887	crush	bugfix	fix	noise	pr-meta: 5f7c46d: chore: fix version caarlos0	rule
23888	crush	bugfix	fix	noise	prose noise	manual
23889	crush	bugfix	fix	noise	pr-meta: 831a95a: fixdepslsp: update powernap for zig caarlos0	rule
23890	crush	bugfix	fix	noise	pr-meta: 1f46a69: fixgrep: resolve Windows path parsing with	rule
23891	crush	bugfix	fix	noise	pr-meta: 4926722: fixlsp: command caarlos0	rule
23892	crush	bugfix	fix	noise	pr-meta: 4dd2b17: fixlsp: improve error messages caarlos0	rule
23893	crush	bugfix	fix	noise	pr-meta: ab96589: fix: disable providers 1087 caarlos0	rule
23894	crush	bugfix	fix	noise	pr-meta: 3694768: fix: remove from title caarlos0	rule
23895	crush	bugfix	fix	noise	titleline: Bug fixes and improvements	rule
23896	crush	bugfix	fix	noise	conv-58eda7c: fix: handle z.ai key validation differently kujtimiihoxha	rule
23897	crush	bugfix	fix	noise	pr-meta: d66dfa2: fixlsp: use csync for lsp clients	rule
23898	crush	bugfix	fix	noise	pr-meta: 898f1ee: fixconfig: look for more than just	rule
23899	crush	bugfix	fix	noise	pr-meta: 382f1ca: chore: fix labeler script andreynering	rule
23900	crush	bugfix	fix	noise	pr-meta: 9a8574b: fix: bump fang to v0.4.1 to	rule
23901	crush	bugfix	fix	noise	pr-meta: de3d46b: fix: make the limit really high	rule
23902	crush	bugfix	fix	noise	pr-meta: fd6b617: fix: remove ulimt as go 1.19	rule
23903	crush	bugfix	fix	noise	pr-meta: d401aa3: fix: request MaximizeOpenFileLimit for unix raphamo	rule
23904	crush	bugfix	fix	noise	pr-meta: 8cae314: fixlint: windows number formatting raphamorim	rule
23905	crush	bugfix	fix	noise	pr-meta: 18ea1c9: fix: handle ctx cancel event vadiminshakov	rule
23906	crush	bugfix	fix	noise	pr-meta: Special thanks to raphamorim for swooping in	rule
23907	crush	bugfix	fix	noise	pr-meta: 544f3b7: feat: fix too many open files	rule
23908	crush	bugfix	fix	noise	titleline: Fixed double key press on Windows	rule
23909	crush	bugfix	fix	noise	pr-meta: 49a1e21: fix: add else kujtimiihoxha	rule
23910	crush	bugfix	fix	noise	pr-meta: f186e58: fix: add mcps after the filter	rule
23911	crush	bugfix	fix	noise	pr-meta: 8e0d9b5: fix: agent tool not working when	rule
23912	crush	bugfix	fix	noise	pr-meta: 15fe8df: fix: allow multi word search kujtimiihoxha	rule
23913	crush	bugfix	fix	noise	pr-meta: 8d46cf0: fix: fix agent kujtimiihoxha	rule
23914	crush	bugfix	fix	noise	pr-meta: fb5e058: fix: fix the group search kujtimiihoxha	rule
23915	crush	bugfix	fix	noise	pr-meta: 861db84: fix: improve group filtering 1024 caarlos0	rule
23916	crush	bugfix	fix	noise	pr-meta: bab2bec: fix: set reasoning param when selecting	rule
23917	crush	bugfix	fix	noise	pr-meta: 4561c2a: chore: bump ultraviolet to fix double	rule
23918	crush	bugfix	fix	noise	marketing: A bug was preventing you to press	rule
23919	crush	bugfix	fix	noise	pr-meta: a4da218: fix: ensure its possible to quit	rule
23920	crush	bugfix	fix	noise	pr-meta: 49d86a7: chorereadme: fix build badge url andreynering	rule
23921	crush	bugfix	fix	noise	prose noise	manual
23922	crush	bugfix	fix	boundary	escape key — their UI	manual
23923	crush	bugfix	fix	noise	pr-meta: d78ed25: fix: add back init setting ulimit	rule
23924	crush	bugfix	fix	noise	pr-meta: 8695113 and charmbracelet/ultravioletaa00947: fix: esc key n	rule
23925	crush	bugfix	fix	noise	conv-1ab4d28: fix: update mvdan/sh for cd command update	rule
23926	crush	bugfix	fix	noise	pr-meta: e76fd54: fix: tool calls break the conversation	rule
23927	crush	bugfix	fix	noise	pr-meta: 2b1d87d: fix: handle providers that do not	rule
23928	crush	bugfix	fix	boundary	mobile: Last but definitely not least this release	rule
23929	crush	bugfix	fix	noise	pr-meta: 40599a0: fixfilepicker: general fixes to size and	rule
23930	crush	bugfix	fix	noise	pr-meta: 3b9babb: fixlsp: simplify init/ping store capabilities 713	rule
23931	crush	bugfix	fix	noise	pr-meta: 4bd2cdd: fix: fix panic that happens on	rule
23932	crush	bugfix	fix	noise	pr-meta: d01ef3e: fix: fix goroutine panic due to	rule
23933	crush	bugfix	fix	noise	pr-meta: 472889c: fix: return nil for empty tools	rule
23934	crush	bugfix	fix	noise	pr-meta: a65efa5: fix: validate resolved url kujtimiihoxha	rule
23935	crush	bugfix	fix	annotated	侧栏 agent mode 图标 | 同构（会话类型徽章） |	dedup-l
23936	crush	bugfix	fix	boundary	mobile: This release should also fix the .deb	rule
23937	crush	bugfix	fix	noise	pr-meta: ccf55b8: fixwindows: downgrade ultraviolet to fix non-win32	rule
23938	crush	bugfix	fix	boundary	selector freeze — their UI	manual
23939	crush	bugfix	fix	noise	pr-meta: 8f45a84: fixfsext: stop traversing if the directory	rule
23940	crush	bugfix	fix	noise	pr-meta: 4c8d4a5: fixonboarding: fix onboarding screen freezing when	rule
23941	crush	bugfix	fix	noise	pr-meta: 0c31481: fix: treat data directory the same	rule
23942	crush	bugfix	fix	noise	panic internal	manual
23943	crush	bugfix	fix	noise	pr-meta: 2437feb: fixllm: log error when retrying 781	rule
23944	crush	bugfix	fix	noise	pr-meta: d86f739: fix: fix panic that can happen	rule
23945	crush	bugfix	fix	noise	pr-meta: 5a99685: chore: fix golangci-lint locally 815 andreynering	rule
23946	crush	bugfix	fix	noise	pr-meta: 0354fef: fixfsext: prevent . on gitignore from	rule
23947	crush	bugfix	fix	noise	pr-meta: 169b63f: fixkeyboard-input: operate on characters not bytes	rule
23948	crush	bugfix	fix	noise	pr-meta: 8b12e09: fixlint: correct shadowed variable meowgorithm	rule
23949	crush	bugfix	fix	noise	pr-meta: 2eaad51: fix: remove llm timout kujtimiihoxha	rule
23950	crush	bugfix	fix	noise	prose noise	manual
23951	crush	bugfix	fix	noise	prose noise	manual
23952	crush	bugfix	fix	noise	pr-meta: 16f5400: fixlint: check length before slicing to	rule
23953	crush	bugfix	fix	noise	pr-meta: 0f403fe: fixllm: set request timeout 736 caarlos0	rule
23954	crush	bugfix	fix	noise	pr-meta: f8da476: fixlsp: return a copy of lsp	rule
23955	crush	bugfix	fix	noise	pr-meta: 64e8235: choredeps: bump dependencies to fix linux	rule
23956	crush	bugfix	fix	noise	prose noise	manual
23957	crush	bugfix	fix	noise	release-meta: There are also a handful of solid	rule
23958	crush	bugfix	fix	noise	pr-meta: 39ede6e: fixeditor: better sorting of files when	rule
23959	crush	bugfix	fix	noise	pr-meta: d795c00: fix: make the queue push the	rule
23960	crush	bugfix	fix	noise	pr-meta: fd890f1: fixselection: fix panic that can happen	rule
23961	crush	bugfix	fix	noise	pr-meta: e00a70a: fixtools: do not truncate output 657	rule
23962	crush	bugfix	fix	noise	pr-meta: 9719451: fix: config.HomeDir sync.OnceValue use user.Current	rule
23963	crush	bugfix	fix	noise	pr-meta: 5195f8a: fix: panic: fuzzy library doesnt like	rule
23964	crush	bugfix	fix	noise	pr-meta: 1dc7f20: fix: panic: start cant be greater	rule
23965	crush	bugfix	fix	noise	pr-meta: fbe879d: fix: improve .crushignore and .gitignore behavior	rule
23966	crush	bugfix	other	boundary	drag race — their UI	manual
23967	crush	bugfix	fix	annotated	M109 选区"Add to chat" | **MISSING**	dedup-l
23968	crush	bugfix	fix	noise	pr-meta: 7e58d53: fixchat: focus chat and editor on	rule
23969	crush	bugfix	fix	noise	pr-meta: 3671bd0: fixlist: include inbetween empty lines when	rule
